S. No.,Timestamp,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,SWL1,SWL2,SWL3,SWL4,SWL5,Hours,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Age,GAD_T,SWL_T,SPIN_T,Game_Category
12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12162.0,12152.0,12162.0,12162.0,12162.0,12162.0,12162.0
7114.303732938662,42054.842444195034,0.9013320177602367,0.7052294030587074,1.0101134681795758,0.7583456668311133,0.5068245354382502,0.950419338924519,0.6127281697089294,3.6802335142246343,4.5696431507975666,4.298388422956751,3.7256207860549253,3.319273145864167,22.245765499095544,0.874198322644302,1.2301430685742476,1.1184838020062489,1.6990626541687222,1.27084361124815,1.37362275941457,1.070136490708765,1.4206544976155238,1.5881433974675219,0.936523598092419,1.8459957243874363,0.9102121361618155,0.5497451077125473,1.2789837197829304,1.4404703173820095,0.6364907087650058,0.9616017102450255,2.0388413429888086,20.938496957737215,5.444992599901332,19.593159019898042,20.20531162637724,4.01233349777997
4114.85167245747,0.27225891823027726,0.9277669174493033,0.9245105697609121,0.9802656025501383,0.9287935748664266,0.8457137640515122,0.929781311303331,0.9031712204105675,1.731158705230058,1.698795682756379,1.8076700787614168,1.8147808501324882,1.908464958555857,73.7204209787296,0.9107677292051699,1.1483508928599229,1.1733361723382056,1.2306747839438268,1.2252262131786769,1.2839024142025017,1.2266794620205008,1.3737447744110078,1.3880980059651393,1.1345250669406006,1.4896664587606991,1.165167216019561,0.9492683773578605,1.2102544155048212,1.3537098143523771,0.9699847628774882,1.1908936884596089,1.0634417289770681,3.2626443161823544,4.665874939637184,7.205712215416864,13.513868705394433,1.0202356012833471
1.0,42052.00437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,5.0,0.0,1.0
3549.25,42054.716895000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,14.0,10.0,4.0
7113.0,42054.801285,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,5.0,4.0,3.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,20.0,4.0,20.0,18.0,4.0
10671.75,42054.933170000004,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,5.0,5.0,28.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,22.0,8.0,25.0,29.0,4.0
14250.0,42058.36375,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,8000.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,56.0,21.0,35.0,68.0,11.0
